Sample_ID,Site,site_season,Sample_Type,Sample_Date,Season,Wet_Dry_Season,Sample_Time,Temperature_C,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,pH,Turbidity_NTU,E_coli_MPN_100_mL,Log10_E_coli_MPN_100_ml,HF183MGB_GC_100_mL,Log_HF183MGB_GC_100_mL,E_Coli_GC_100_mL,Log_E_Coli_GC_100_mL,DG3_GC_100_mL,Log_DG3_GC_100_mL,Salmonella_presence_absence,Stx2_presence_absence,24_hr_Precipitation_in,48_hr_Precipitation_in,72_hr_Precipitation_in,Rain_Intensity_24_hr_prior_in_hr,Rain_Intensity_48_hr_prior_in_hr,Rain_Intensity_72_hr_prior_in_hr,Impervious_Percent,Forest_Percent,Grasslands_Percent
PC264,Grove Park,Grove Park_Dry,GrbW,8/30/16,Summer,Dry,1241,24.8,201.9,7.49,8.03,1.5,249.00,2.4,1251.00,3.1,6949.00,3.8,0.00,0,1,0,0,0,0,0,0,0,48.8,11.2,0
PC265,North Ave,North Ave_Dry,GrbW,8/30/16,Summer,Dry,1252,25.1,280,7.57,7.62,4.84,6228.00,3.8,180005.00,5.3,70216.00,4.8,2353.00,3.4,1,0,0,0,0,0,0,0,77,1.2,0
PC266,North Ave CSO,North Ave CSO_Dry,GrbW,8/30/16,Summer,Dry,1301,24.2,224,7.49,7.61,14.2,0.00,2.7,0.00,2.7,0.00,2.7,0.00,0,0,0,0,0,0,0,0,0,93.7,0.3,0
PC267,Lindsay Street,Lindsay Street_Dry,GrbW,8/30/16,Summer,Dry,1313,23,347,6.84,7.08,1.32,1145.00,3.1,296012.00,5.5,399224.00,5.6,0.00,0,0,0,0,0,0,0,0,0,94.5,0,0
PC268,Greensferry,Greensferry_Dry,GrbW,8/30/16,Summer,Dry,1324,23.9,296.7,5.44,7.12,1.22,10187.00,4,121525.00,5.1,251659.00,5.4,0.00,3,0,0,0,0,0,0,0,0,83.8,0.4,0
PC269,Burbank,Burbank_Dry,GrbW,8/30/16,Summer,Dry,1337,24.8,170.4,7.24,7.5,2.74,1291.00,3.1,36460.00,4.6,11688.00,4.1,0.00,0,1,1,0,0,0,0,0,0,68.7,1.4,0
PC271,Northwest,Northwest_Dry,GrbW,9/15/16,Summer,Dry,1100,23,282.9,6.73,7.31,1.89,167.00,2.2,0.00,0,4587.00,3.7,0.00,0,1,0,0,0,0.06,0,0,0.001,59,13.9,0.9
PC272,James Jackson,James Jackson_Dry,GrbW,9/15/16,Summer,Dry,1133,22.6,264.8,6.77,7.45,2.02,155.00,2.2,0.00,0,5871.00,3.8,0.00,0,1,0,0,0,0.06,0,0,0.001,60.1,13.1,1
PC273,Spring Street,Spring Street_Dry,GrbW,9/15/16,Summer,Dry,1147,22.6,159.9,7.42,7.39,1.28,74.00,1.9,0.00,0,3476.00,3.5,0.00,0,1,0,0,0,0.06,0,0,0.001,41.8,21.9,0.7
PC274,Kerry Circle,Kerry Circle_Dry,GrbW,9/15/16,Summer,Dry,1200,24,276.7,6.39,7.32,2.74,663.00,2.8,0.00,0,11377.00,4.1,0.00,0,1,1,0,0,0.06,0,0,0.001,69.7,8.6,1
PC275,Hortense,Hortense_Dry,GrbW,9/15/16,Summer,Dry,1218,23.5,267.7,7.11,7.38,2.02,240.00,2.4,0.00,0,3848.00,3.6,0.00,0,1,0,0,0,0.06,0,0,0.001,77.3,4.1,0.2
PC276,Grove Park,Grove Park_Dry,GrbW,9/15/16,Summer,Dry,1226,23.5,226.7,7.15,7.69,5.23,113.00,2.1,0.00,2.7,8251.00,3.9,0.00,0,1,1,0,0,0.06,0,0,0.001,48.8,11.2,0
PC277,North Ave,North Ave_Dry,GrbW,9/15/16,Summer,Dry,1237,25,254.4,6.76,7.46,1.89,3832.00,3.6,486661.00,5.7,82622.00,4.9,0.00,0,1,0,0,0,0.06,0,0,0.001,77,1.2,0
PC278,North Ave CSO,North Ave CSO_Dry,GrbW,9/15/16,Summer,Dry,1244,23.4,205.2,6.22,7.21,8.88,0.00,0,0.00,0,0.00,2.7,0.00,0,0,0,0,0,0.06,0,0,0.001,93.7,0.3,0
PC279,Lindsay Street,Lindsay Street_Dry,GrbW,9/15/16,Summer,Dry,1256,24.3,320.9,6.55,6.87,2.74,2528.00,3.4,20494.00,4.3,124681.00,5.1,0.00,0,1,1,0,0,0.06,0,0,0.001,94.5,0,0
PC280,Greensferry,Greensferry_Dry,GrbW,9/15/16,Summer,Dry,1307,24.1,290.4,4.73,7.01,1.67,8795.00,3.9,588951.00,5.8,297892.00,5.5,0.00,3,0,0,0,0,0.06,0,0,0.001,83.8,0.4,0
PC281,Burbank,Burbank_Dry,GrbW,9/15/16,Summer,Dry,1317,23.2,179.7,6.57,7.32,1.85,170.00,2.2,14384.00,4.2,78178.00,4.9,0.00,0,0,0,0,0,0.06,0,0,0.001,68.7,1.4,0
PC283,Northwest,Northwest_Dry,GrbW,9/27/16,Fall,Dry,1046,22.7,277.8,6.62,7.75,3.98,442.00,2.6,1493.00,3.2,11023.00,4,0.00,0,1,1,0,0,0,0,0,0,59,13.9,0.9
PC284,James Jackson,James Jackson_Dry,GrbW,9/27/16,Fall,Dry,1058,22.4,271,6.84,7.61,2.5,294.00,2.5,0.00,2.7,7967.00,3.9,0.00,0,1,1,0,0,0,0,0,0,60.1,13.1,1
PC285,Spring Street,Spring Street_Dry,GrbW,9/27/16,Fall,Dry,1115,22.1,158.4,7.46,7.44,1.72,298.00,2.5,0.00,0,9752.00,4,0.00,0,0,1,0,0,0,0,0,0,41.8,21.9,0.7
PC286,Kerry Circle,Kerry Circle_Dry,GrbW,9/27/16,Fall,Dry,1127,23.6,279.5,8.17,7.45,3.74,352.00,2.5,0.00,2.7,8303.00,3.9,0.00,0,1,1,0,0,0,0,0,0,69.7,8.6,1
PC287,Hortense,Hortense_Dry,GrbW,9/27/16,Fall,Dry,1148,23,270.1,6.84,7.52,2.16,236.00,2.4,0.00,0,7574.00,3.9,0.00,0,1,1,0,0,0,0,0,0,77.3,4.1,0.2
PC288,Grove Park,Grove Park_Dry,GrbW,9/27/16,Fall,Dry,1156,22.9,188.1,7.46,7.69,5.38,457.00,2.7,0.00,0,33247.00,4.5,0.00,0,1,0,0,0,0,0,0,0,48.8,11.2,0
PC289,North Ave,North Ave_Dry,GrbW,9/27/16,Fall,Dry,1206,23.9,249.4,7.78,7.6,2.43,6411.00,3.8,337332.00,5.5,328514.00,5.5,0.00,3,0,0,0,0,0,0,0,0,77,1.2,0
PC290,North Ave CSO,North Ave CSO_Dry,GrbW,9/27/16,Fall,Dry,1213,23.5,198.7,6.9,7.5,16.3,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,93.7,0.3,0
PC291,Lindsay Street,Lindsay Street_Dry,GrbW,9/27/16,Fall,Dry,1224,23.1,329.6,6.57,7.06,2.66,714.00,2.9,8541.00,3.9,84466.00,4.9,0.00,0,0,1,0,0,0,0,0,0,94.5,0,0
PC292,Greensferry,Greensferry_Dry,GrbW,9/27/16,Fall,Dry,1234,23.9,258.8,4.71,7.04,5.29,17783.00,4.3,1311163.00,6.1,806624.00,5.9,0.00,0,0,0,0,0,0,0,0,0,83.8,0.4,0
PC293,Burbank,Burbank_Dry,GrbW,9/27/16,Fall,Dry,1245,22.7,179.7,6.93,7.49,2.32,451.00,2.7,3332.00,3.5,66306.00,4.8,0.00,0,0,1,0,0,0,0,0,0,68.7,1.4,0
PC295,Lindsay Street,Lindsay Street_Dry,GrbW,10/18/16,Fall,Dry,1020,19.4,347.5,6.27,7.04,3.36,41060.00,4.6,266166.00,5.4,108128.00,5,0.00,0,1,1,0,0,0.03,0,0,0,94.5,0,0
PC296,Grove Park,Grove Park_Dry,GrbW,10/18/16,Fall,Dry,1106,18.4,187,8.2,7.64,4.68,148.00,2.2,0.00,0,2062.00,3.3,0.00,0,1,0,0,0,0.03,0,0,0,48.8,11.2,0
PC297,Spring Street,Spring Street_Dry,GrbW,10/18/16,Fall,Dry,1154,17.9,142.2,7.9,7.51,1.03,113.00,2.1,0.00,0,1149.00,3.1,0.00,0,1,1,0,0,0.03,0,0,0,41.8,21.9,0.7
PC300,Greensferry,Greensferry_Dry,GrbW,10/18/16,Fall,Dry,1009,21.5,247.5,5.74,7.03,1.41,2674.00,3.4,260510.00,5.4,46533.00,4.7,0.00,3,0,0,0,0,0.03,0,0,0,83.8,0.4,0
PC301,North Ave,North Ave_Dry,GrbW,10/18/16,Fall,Dry,1043,19.9,224.6,7.97,7.46,1.77,18825.00,4.3,112090.00,5,96110.00,5,0.00,0,1,0,0,0,0.03,0,0,0,77,1.2,0
PC302,North Ave CSO,North Ave CSO_Dry,GrbW,10/18/16,Fall,Dry,1053,17.8,530,5.9,7.51,1.39,49.00,1.7,0.00,0,0.00,2.7,0.00,0,1,0,0,0,0.03,0,0,0,93.7,0.3,0
PC304,Hortense,Hortense_Dry,GrbW,10/18/16,Fall,Dry,1115,18.3,233.5,6.76,7.42,4.37,284.00,2.5,0.00,0,2392.00,3.4,0.00,0,1,0,0,0,0.03,0,0,0,77.3,4.1,0.2
PC305,Kerry Circle,Kerry Circle_Dry,GrbW,10/18/16,Fall,Dry,1140,19.1,299.9,7.71,7.36,2.16,165.00,2.2,0.00,0,3358.00,3.5,0.00,0,1,0,0,0,0.03,0,0,0,69.7,8.6,1
PC306,James Jackson,James Jackson_Dry,GrbW,10/18/16,Fall,Dry,1145,17.68,312,8.45,7.72,2.1,290.00,2.5,0.00,0,6657.00,3.8,0.00,0,0,0,0,0,0.03,0,0,0,60.1,13.1,1
PC307,Northwest,Northwest_Dry,GrbW,10/18/16,Fall,Dry,1015,17.65,315,8.18,7.43,1.48,477.00,2.7,0.00,0,3659.00,3.6,0.00,0,1,0,0,0,0.03,0,0,0,59,13.9,0.9
PC308,Burbank,Burbank_Dry,GrbW,10/18/16,Fall,Dry,950,18.1,169.7,6.44,7.38,2.1,1069.00,3,40652.00,4.6,32838.00,4.5,0.00,0,0,1,0,0,0.03,0,0,0,68.7,1.4,0
PC310,Northwest,Northwest_Dry,GrbW,10/25/16,Fall,Dry,1123,13.2,260.9,8.72,7.55,1.41,114.00,2.1,0.00,0,0.00,2.7,0.00,0,0,0,0,0,0,0,0,0,59,13.9,0.9
PC311,James Jackson,James Jackson_Dry,GrbW,10/25/16,Fall,Dry,1146,12.7,240.2,8.41,7.68,1.23,134.00,2.1,0.00,0,1186.00,3.1,0.00,0,1,0,0,0,0,0,0,0,60.1,13.1,1
PC312,Spring Street,Spring Street_Dry,GrbW,10/25/16,Fall,Dry,1200,13.4,132.9,8.57,7.4,0.79,80.00,1.9,0.00,0,0.00,2.7,0.00,0,1,1,0,0,0,0,0,0,41.8,21.9,0.7
PC313,Kerry Circle,Kerry Circle_Dry,GrbW,10/25/16,Fall,Dry,1214,14.7,248.3,9.07,7.63,2.85,125.00,2.1,0.00,0,4106.00,3.6,0.00,0,0,0,0,0,0,0,0,0,69.7,8.6,1
PC314,Hortense,Hortense_Dry,GrbW,10/25/16,Fall,Dry,1232,14,226.7,9.6,7.45,2.22,119.00,2.1,0.00,0,3187.00,3.5,0.00,0,1,0,0,0,0,0,0,0,77.3,4.1,0.2
PC315,Grove Park,Grove Park_Dry,GrbW,10/25/16,Fall,Dry,1240,14.9,190.5,7.28,7.47,4.3,129.00,2.1,63820.00,4.8,8088.00,3.9,0.00,0,0,1,0,0,0,0,0,0,48.8,11.2,0
PC316,North Ave,North Ave_Dry,GrbW,10/25/16,Fall,Dry,1252,18.2,220.9,8.59,7.61,1.36,1318.00,3.1,262378.00,5.4,68130.00,4.8,3982.00,3.6,1,0,0,0,0,0,0,0,77,1.2,0
PC317,North Ave CSO,North Ave CSO_Dry,GrbW,10/25/16,Fall,Dry,1302,13.6,520,6.96,7.69,1.74,286.00,2.5,0.00,0,10224.00,4,0.00,0,0,0,0,0,0,0,0,0,93.7,0.3,0
PC318,Lindsay Street,Lindsay Street_Dry,GrbW,10/25/16,Fall,Dry,1313,18.4,323.4,6.2,6.89,1.03,1562.00,3.2,40445.00,4.6,38034.00,4.6,0.00,0,0,1,0,0,0,0,0,0,94.5,0,0
PC319,Greensferry,Greensferry_Dry,GrbW,10/25/16,Fall,Dry,1323,20.5,253.9,5,7.06,1.76,6365.00,3.8,1056855.00,6,390243.00,5.6,6801.00,3.8,0,0,0,0,0,0,0,0,83.8,0.4,0
PC320,Burbank,Burbank_Dry,GrbW,10/25/16,Fall,Dry,1335,15.1,161.7,7.86,7.37,1.94,1183.00,3.1,11600.00,4.1,239801.00,5.4,0.00,0,0,1,0,0,0,0,0,0,68.7,1.4,0
PC322,Northwest,Northwest_Dry,GrbW,11/7/16,Fall,Dry,1137,12.8,247.7,9.09,7.55,1.75,128.00,2.1,0.00,0,6031.00,3.8,0.00,0,1,0,0,0,0,0,0,0,59,13.9,0.9
PC323,James Jackson,James Jackson_Dry,GrbW,11/7/16,Fall,Dry,1153,12.4,245.2,8.93,7.48,1.38,222.00,2.3,0.00,2.7,13310.00,4.1,0.00,0,0,1,0,0,0,0,0,0,60.1,13.1,1
PC324,Spring Street,Spring Street_Dry,GrbW,11/7/16,Fall,Dry,1206,13.4,143.7,8.78,7.29,1.29,1212.00,3.1,12847.00,4.1,21429.00,4.3,0.00,0,1,1,0,0,0,0,0,0,41.8,21.9,0.7
PC325,Kerry Circle,Kerry Circle_Dry,GrbW,11/7/16,Fall,Dry,1219,14.3,250,10.92,7.64,2.43,297.00,2.5,0.00,0,8373.00,3.9,0.00,0,1,0,0,0,0,0,0,0,69.7,8.6,1
PC326,Hortense,Hortense_Dry,GrbW,11/7/16,Fall,Dry,1249,14.1,226.6,8.22,7.41,2.89,166.00,2.2,4981.00,3.7,7768.00,3.9,0.00,0,1,0,0,0,0,0,0,0,77.3,4.1,0.2
PC327,Grove Park,Grove Park_Dry,GrbW,11/7/16,Fall,Dry,1257,14.6,174.8,8.26,7.54,3.02,57.00,1.8,0.00,2.7,8111.00,3.9,0.00,0,1,0,0,0,0,0,0,0,48.8,11.2,0
PC328,North Ave,North Ave_Dry,GrbW,11/7/16,Fall,Dry,1307,18,225.1,9.36,7.65,1.47,678.00,2.8,55361.00,4.7,28608.00,4.5,0.00,0,1,0,0,0,0,0,0,0,77,1.2,0
PC329,North Ave CSO,North Ave CSO_Dry,GrbW,11/7/16,Fall,Dry,1316,12.7,475.7,6.72,7.63,1.92,69.00,1.8,0.00,2.7,2133.00,3.3,0.00,0,0,0,0,0,0,0,0,0,93.7,0.3,0
PC330,Lindsay Street,Lindsay Street_Dry,GrbW,11/7/16,Fall,Dry,1327,17.8,222.9,7.03,7.1,2.15,1082.00,3,2154.00,3.3,17868.00,4.3,0.00,0,1,1,0,0,0,0,0,0,94.5,0,0
PC331,Greensferry,Greensferry_Dry,GrbW,11/7/16,Fall,Dry,1337,19.6,250.2,4.2,6.98,2.7,5087.00,3.7,273820.00,5.4,108661.00,5,2346.00,3.4,0,0,0,0,0,0,0,0,83.8,0.4,0
PC332,Burbank,Burbank_Dry,GrbW,11/7/16,Fall,Dry,1348,14.7,152.9,8.15,7.33,1.83,454.00,2.7,4339.00,3.6,62533.00,4.8,0.00,0,0,1,0,0,0,0,0,0,68.7,1.4,0
PC334,Northwest,Northwest_Dry,GrbW,11/21/16,Fall,Dry,1110,6.5,226.2,11.33,7.75,1.3,24.00,1.4,0.00,0,0.00,2.7,0.00,0,1,0,0,0,0,0,0,0,59,13.9,0.9
PC335,James Jackson,James Jackson_Dry,GrbW,11/21/16,Fall,Dry,1130,6.4,217.4,10.35,7.71,1.47,197.00,2.3,0.00,0,0.00,2.7,0.00,0,1,1,0,0,0,0,0,0,60.1,13.1,1
PC336,Spring Street,Spring Street_Dry,GrbW,11/21/16,Fall,Dry,1143,7.2,114.5,10.65,7.51,1.08,105.00,2,1445.00,3.2,0.00,2.7,0.00,0,0,1,0,0,0,0,0,0,41.8,21.9,0.7
PC337,Kerry Circle,Kerry Circle_Dry,GrbW,11/21/16,Fall,Dry,1156,8.4,238.1,11.47,7.25,1.48,110.00,2,0.00,2.7,0.00,2.7,0.00,0,1,0,0,0,0,0,0,0,69.7,8.6,1
PC338,Hortense,Hortense_Dry,GrbW,11/21/16,Fall,Dry,1221,7.5,200.8,9.81,7.5,1.52,292.00,2.5,1248.00,3.1,1006.00,3,0.00,0,1,0,0,0,0,0,0,0,77.3,4.1,0.2
PC339,Grove Park,Grove Park_Dry,GrbW,11/21/16,Fall,Dry,1228,8.7,152.3,9.88,7.69,2.25,50.00,1.7,0.00,0,0.00,2.7,0.00,0,0,0,0,0,0,0,0,0,48.8,11.2,0
PC340,North Ave,North Ave_Dry,GrbW,11/21/16,Fall,Dry,1238,12.7,206.4,10.25,7.62,1.58,1136.00,3.1,112358.00,5.1,14865.00,4.2,0.00,0,0,1,0,0,0,0,0,0,77,1.2,0
PC341,North Ave CSO,North Ave CSO_Dry,GrbW,11/21/16,Fall,Dry,1246,6.5,437.8,8.72,7.75,1.53,381.00,2.6,0.00,0,2372.00,3.4,0.00,0,0,0,0,0,0,0,0,0,93.7,0.3,0
PC342,Lindsay Street,Lindsay Street_Dry,GrbW,11/21/16,Fall,Dry,1257,12.2,284,5.18,6.87,0.91,15016.00,4.2,4915.00,3.7,45928.00,4.7,0.00,0,0,0,0,0,0,0,0,0,94.5,0,0
PC343,Greensferry,Greensferry_Dry,GrbW,11/21/16,Fall,Dry,1307,16.4,235.2,5.4,7.07,1.63,39475.00,4.6,250740.00,5.4,218871.00,5.3,1674.00,3.2,0,0,0,0,0,0,0,0,83.8,0.4,0
PC344,Burbank,Burbank_Dry,GrbW,11/21/16,Fall,Dry,1318,8.9,137.2,9.83,7.39,1.5,1325.00,3.1,61448.00,4.8,9235.00,4,0.00,0,0,0,0,0,0,0,0,0,68.7,1.4,0
PC346,Northwest,Northwest_Dry,GrbW,12/5/16,Fall,Dry,1202,10.3,97.2,9.64,7.71,12.4,1011.00,3,31839.00,4.5,10167.00,4,0.00,3,1,1,0.23,0.7,0.7,0.01,0.015,0.01,59,13.9,0.9
PC347,James Jackson,James Jackson_Dry,GrbW,12/5/16,Fall,Dry,1220,10.5,93.7,9.68,7.37,11.8,992.00,3,57026.00,4.8,10742.00,4,4717.00,3.7,1,0,0.22,0.7,0.7,0.009,0.015,0.01,60.1,13.1,1
PC348,Spring Street,Spring Street_Dry,GrbW,12/5/16,Fall,Dry,1234,10.2,87.6,9.69,7.22,5.72,1389.00,3.1,19308.00,4.3,17670.00,4.2,2780.00,3.4,0,0,0.22,0.7,0.7,0.009,0.015,0.01,41.8,21.9,0.7
PC349,Kerry Circle,Kerry Circle_Dry,GrbW,12/5/16,Fall,Dry,1248,11,101.2,8.34,7.19,9.48,1400.00,3.1,204544.00,5.3,22431.00,4.4,8188.00,3.9,0,0,0.21,0.7,0.7,0.009,0.015,0.01,69.7,8.6,1
PC350,Hortense,Hortense_Dry,GrbW,12/5/16,Fall,Dry,1306,11.1,77.8,8.8,7.17,10.63,985.00,3,76709.00,4.9,12686.00,4.1,4280.00,3.6,0,0,0.21,0.7,0.7,0.009,0.015,0.01,77.3,4.1,0.2
PC351,Grove Park,Grove Park_Dry,GrbW,12/5/16,Fall,Dry,1314,10.7,94.1,9.95,7.43,3.96,1930.00,3.3,39243.00,4.6,15259.00,4.2,3016.00,3.5,0,1,0.21,0.7,0.7,0.009,0.015,0.01,48.8,11.2,0
PC352,North Ave,North Ave_Dry,GrbW,12/5/16,Fall,Dry,1324,13.9,152.9,8.99,7.38,5.05,2847.00,3.5,392728.00,5.6,56593.00,4.8,24899.00,4.4,0,1,0.22,0.71,0.71,0.009,0.015,0.01,77,1.2,0
PC353,North Ave CSO,North Ave CSO_Dry,GrbW,12/5/16,Fall,Dry,1333,10.3,140.7,8.45,7.28,8.63,1786.00,3.3,0.00,0,18804.00,4.3,13306.00,4.1,1,0,0.22,0.71,0.71,0.009,0.015,0.01,93.7,0.3,0
PC354,Lindsay Street,Lindsay Street_Dry,GrbW,12/5/16,Fall,Dry,1344,13.3,251.3,5.86,6.66,1.79,504.00,2.7,4596.00,3.7,3197.00,3.5,0.00,0,0,0,0.23,0.72,0.72,0.01,0.015,0.01,94.5,0,0
PC355,Greensferry,Greensferry_Dry,GrbW,12/5/16,Fall,Dry,1356,16,218.4,7.39,7.14,6.11,12040.00,4.1,2252353.00,6.4,281941.00,5.5,41829.00,4.6,1,0,0.27,0.77,0.77,0.011,0.016,0.011,83.8,0.4,0
PC356,Burbank,Burbank_Dry,GrbW,12/5/16,Fall,Dry,1408,11.3,89.1,7.7,7.05,13.2,2087.00,3.3,169008.00,5.2,25134.00,4.4,0.00,3,0,0,0.37,0.87,0.87,0.015,0.018,0.012,68.7,1.4,0
PC358,Northwest,Northwest_Dry,GrbW,12/19/16,Fall,Dry,1138,7.2,157.8,11.9,7.54,9.12,572.00,2.8,8200.00,3.9,3972.00,3.6,0.00,3,1,1,0.15,0.32,0.33,0.006,0.007,0.005,59,13.9,0.9
PC359,James Jackson,James Jackson_Dry,GrbW,12/19/16,Fall,Dry,1154,7.2,155.8,11.3,7.57,7.69,560.00,2.7,18205.00,4.3,5526.00,3.7,0.00,0,1,1,0.15,0.32,0.33,0.006,0.007,0.005,60.1,13.1,1
PC360,Spring Street,Spring Street_Dry,GrbW,12/19/16,Fall,Dry,1209,7.2,113.2,11.31,7.41,3.82,791.00,2.9,125824.00,5.1,25166.00,4.4,0.00,3,1,1,0.15,0.32,0.33,0.006,0.007,0.005,41.8,21.9,0.7
PC361,Kerry Circle,Kerry Circle_Dry,GrbW,12/19/16,Fall,Dry,1222,7.8,156.4,10.58,7.44,6.54,1427.00,3.2,73278.00,4.9,52825.00,4.7,0.00,0,1,1,0.15,0.32,0.33,0.006,0.007,0.005,69.7,8.6,1
PC362,Hortense,Hortense_Dry,GrbW,12/19/16,Fall,Dry,1238,7.9,118.7,10.6,7.33,7.17,2219.00,3.3,150922.00,5.2,75902.00,4.9,2452.00,3.4,1,0,0.15,0.32,0.33,0.006,0.007,0.005,77.3,4.1,0.2
PC363,Grove Park,Grove Park_Dry,GrbW,12/19/16,Fall,Dry,1245,7.5,105.3,11.55,7.54,3.07,541.00,2.7,19935.00,4.3,12002.00,4.1,0.00,0,1,1,0.15,0.32,0.33,0.006,0.007,0.005,48.8,11.2,0
PC364,North Ave,North Ave_Dry,GrbW,12/19/16,Fall,Dry,1257,11.2,334.6,10.32,7.49,2.16,1341.00,3.1,160313.00,5.2,51298.00,4.7,0.00,0,0,0,0.15,0.32,0.33,0.006,0.007,0.005,77,1.2,0
PC365,North Ave CSO,North Ave CSO_Dry,GrbW,12/19/16,Fall,Dry,1306,9.7,51522,0.46,6.27,22.9,697.00,2.8,0.00,0,59108.00,4.8,0.00,3,1,0,0.15,0.32,0.33,0.006,0.007,0.005,93.7,0.3,0
PC366,Lindsay Street,Lindsay Street_Dry,GrbW,12/19/16,Fall,Dry,1318,10.9,250.3,6.27,6.8,1.92,718.00,2.9,10066.00,4,15944.00,4.2,0.00,0,1,1,0.15,0.32,0.33,0.006,0.007,0.005,94.5,0,0
PC367,Greensferry,Greensferry_Dry,GrbW,12/19/16,Fall,Dry,1331,14.6,219,8.51,7.22,1.42,23218.00,4.4,357345.00,5.6,613498.00,5.8,0.00,0,0,0,0.15,0.32,0.33,0.006,0.007,0.005,83.8,0.4,0
PC368,Burbank,Burbank_Dry,GrbW,12/19/16,Fall,Dry,1342,8.4,118.1,9.11,7.25,3.16,24543.00,4.4,1498401.00,6.2,492213.00,5.7,0.00,3,0,1,0.14,0.31,0.33,0.006,0.006,0.005,68.7,1.4,0
PC370,Northwest ,Northwest _Wet,GrbW,1/3/17,Winter,Wet,1122,12.5,116,9.45,7.42,57,1433.00,3.2,7717.00,3.9,74640.00,4.9,0.00,3,1,1,1.68,2.25,2.64,0.07,0.047,0.037,59,13.9,0.9
PC371,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,1/3/17,Winter,Wet,1136,12,46.3,9.38,6.78,323,549.00,2.7,0.00,0,0.00,2.7,0.00,0,0,1,1.68,2.25,2.64,0.07,0.047,0.037,47.8,21.3,0
PC372,James Jackson,James Jackson_Wet,GrbW,1/3/17,Winter,Wet,1150,12.8,110.3,9.47,7.35,57.2,2766.00,3.4,0.00,2.7,3219.00,3.5,0.00,0,1,1,1.68,2.24,2.64,0.07,0.047,0.037,60.1,13.1,1
PC373,Spring Street,Spring Street_Wet,GrbW,1/3/17,Winter,Wet,1205,12.6,107.7,9.23,7.32,14.4,5489.00,3.7,57190.00,4.8,202517.00,5.3,3465.00,3.5,1,0,1.68,2.24,2.64,0.07,0.047,0.037,41.8,21.9,0.7
PC374,Kerry Circle,Kerry Circle_Wet,GrbW,1/3/17,Winter,Wet,1218,13,118.3,8.75,7.28,28.3,2233.00,3.3,43229.00,4.6,88099.00,4.9,6671.00,3.8,0,0,1.68,2.24,2.64,0.07,0.047,0.037,69.7,8.6,1
PC375,Hortense,Hortense_Wet,GrbW,1/3/17,Winter,Wet,1238,13.4,115.4,9.45,7.35,20.1,2982.00,3.5,121894.00,5.1,98364.00,5,5610.00,3.7,0,1,1.68,2.24,2.64,0.07,0.047,0.037,77.3,4.1,0.2
PC376,Grove Park,Grove Park_Wet,GrbW,1/3/17,Winter,Wet,1246,12.8,124.5,9.73,7.38,8.94,564.00,2.8,86506.00,4.9,16262.00,4.2,0.00,3,0,0,1.68,2.24,2.64,0.07,0.047,0.037,48.8,11.2,0
PC377,North Ave,North Ave_Wet,GrbW,1/3/17,Winter,Wet,1259,14.2,131.3,9.45,7.44,18.5,6715.00,3.8,699398.00,5.8,122908.00,5.1,3323.00,3.5,1,1,1.68,2.24,2.64,0.07,0.047,0.037,77,1.2,0
PC378,North Ave CSO,North Ave CSO_Wet,GrbW,1/3/17,Winter,Wet,1309,12.9,117.6,9.52,7.37,21,0.00,0,0.00,0,0.00,0,0.00,0,0,0,1.67,2.24,2.64,0.07,0.047,0.037,93.7,0.3,0
PC379,Lindsay Street,Lindsay Street_Wet,GrbW,1/3/17,Winter,Wet,1321,15.9,365.6,6.69,6.92,2.38,265.00,2.4,8359.00,3.9,2035.00,3.3,0.00,0,0,0,1.67,2.24,2.63,0.07,0.047,0.037,94.5,0,0
PC380,Greensferry,Greensferry_Wet,GrbW,1/3/17,Winter,Wet,1332,14.4,139.7,9.37,7.27,10.63,7299.00,3.9,368267.00,5.6,38070.00,4.6,0.00,3,0,1,1.67,2.24,2.63,0.07,0.047,0.037,83.8,0.4,0
PC381,Burbank,Burbank_Wet,GrbW,1/3/17,Winter,Wet,1343,13.6,124.3,8.46,7.12,36.8,36540.00,4.6,451426.00,5.7,57459.00,4.8,5766.00,3.8,1,1,1.66,2.24,2.62,0.069,0.047,0.036,68.7,1.4,0
PC383,Lindsay Street,Lindsay Street_Wet,GrbW,1/24/17,Winter,Wet,1104,16.89,427,8.82,7.04,1.59,209.00,2.3,7949.00,3.9,1173.00,3.1,0.00,0,0,1,0,0.65,2.17,0,0.014,0.03,94.5,0,0
PC384,Burbank,Burbank_Wet,GrbW,1/24/17,Winter,Wet,1003,13.37,193,10.04,7.39,4.58,5231.00,3.7,146040.00,5.2,10631.00,4,0.00,0,1,1,0,0.65,2.56,0,0.014,0.036,68.7,1.4,0
PC385,Grove Park,Grove Park_Wet,GrbW,1/24/17,Winter,Wet,1213,9.63,213,10.99,7.08,3.04,1111.00,3,2158.00,3.3,2552.00,3.4,0.00,0,1,0,0,0.65,1.49,0,0.014,0.021,48.8,11.2,0
PC386,Spring Street,Spring Street_Wet,GrbW,1/24/17,Winter,Wet,1310,11.71,195,10.52,7.38,4.57,2219.00,3.3,107325.00,5,26873.00,4.4,3553.00,3.6,1,0,0,0.65,1.08,0,0.014,0.015,41.8,21.9,0.7
